host_timestamp_utc,label,profile,component,event,index,pan_deg,distance_mm,intensity,servo_deg,ts_us
2026-04-25T19:08:39.329+00:00,d140cm,precision,measurement,point,1,175.4,1398,239,0.0,973260
2026-04-25T19:08:39.329+00:00,d140cm,precision,measurement,point,2,176.1,1397,240,0.0,973780
2026-04-25T19:08:39.329+00:00,d140cm,precision,measurement,point,3,176.8,1396,241,0.0,974179
2026-04-25T19:08:39.329+00:00,d140cm,precision,measurement,point,4,177.5,1395,242,0.0,974619
2026-04-25T19:08:39.334+00:00,d140cm,precision,measurement,point,5,178.3,1394,243,0.0,975025
2026-04-25T19:08:39.334+00:00,d140cm,precision,measurement,point,6,179.0,1394,243,0.0,975556
2026-04-25T19:08:39.334+00:00,d140cm,precision,measurement,point,7,179.7,1393,244,0.0,975980
2026-04-25T19:08:39.334+00:00,d140cm,precision,measurement,point,8,180.4,1393,244,0.0,976542
2026-04-25T19:08:39.334+00:00,d140cm,precision,measurement,point,9,181.1,1393,244,0.0,977004
2026-04-25T19:08:39.339+00:00,d140cm,precision,measurement,point,10,181.8,1393,244,0.0,977545
2026-04-25T19:08:39.339+00:00,d140cm,precision,measurement,point,11,182.5,1393,244,0.0,977945
2026-04-25T19:08:39.339+00:00,d140cm,precision,measurement,point,12,183.3,1393,243,0.0,978494
2026-04-25T19:08:39.339+00:00,d140cm,precision,measurement,point,13,184.0,1393,243,0.0,979088
2026-04-25T19:08:39.344+00:00,d140cm,precision,measurement,point,14,184.7,1393,242,0.0,979552
2026-04-25T19:08:39.425+00:00,d140cm,precision,measurement,point,15,175.4,1399,239,0.0,1071835
2026-04-25T19:08:39.430+00:00,d140cm,precision,measurement,point,16,176.2,1397,240,0.0,1072334
2026-04-25T19:08:39.430+00:00,d140cm,precision,measurement,point,17,176.8,1396,241,0.0,1074193
2026-04-25T19:08:39.433+00:00,d140cm,precision,measurement,point,18,177.5,1395,242,0.0,1074651
2026-04-25T19:08:39.433+00:00,d140cm,precision,measurement,point,19,178.3,1394,243,0.0,1075063
2026-04-25T19:08:39.435+00:00,d140cm,precision,measurement,point,20,179.0,1394,243,0.0,1075564
2026-04-25T19:08:39.436+00:00,d140cm,precision,measurement,point,21,179.7,1393,243,0.0,1075976
2026-04-25T19:08:39.437+00:00,d140cm,precision,measurement,point,22,180.4,1393,244,0.0,1076579
2026-04-25T19:08:39.438+00:00,d140cm,precision,measurement,point,23,181.1,1393,245,0.0,1076984
2026-04-25T19:08:39.439+00:00,d140cm,precision,measurement,point,24,181.8,1393,245,0.0,1077593
2026-04-25T19:08:39.439+00:00,d140cm,precision,measurement,point,25,182.5,1393,244,0.0,1077997
2026-04-25T19:08:39.439+00:00,d140cm,precision,measurement,point,26,183.2,1393,244,0.0,1078579
2026-04-25T19:08:39.439+00:00,d140cm,precision,measurement,point,27,183.9,1394,243,0.0,1078989
2026-04-25T19:08:39.443+00:00,d140cm,precision,measurement,point,28,184.6,1394,243,0.0,1079541
2026-04-25T19:08:39.526+00:00,d140cm,precision,measurement,point,29,175.4,1398,240,0.0,1173119
2026-04-25T19:08:39.526+00:00,d140cm,precision,measurement,point,30,176.1,1396,241,0.0,1173597
2026-04-25T19:08:39.535+00:00,d140cm,precision,measurement,point,31,176.8,1395,242,0.0,1174007
2026-04-25T19:08:39.535+00:00,d140cm,precision,measurement,point,32,177.6,1394,243,0.0,1174562
2026-04-25T19:08:39.536+00:00,d140cm,precision,measurement,point,33,178.3,1394,243,0.0,1174956
2026-04-25T19:08:39.536+00:00,d140cm,precision,measurement,point,34,179.0,1393,244,0.0,1175694
2026-04-25T19:08:39.536+00:00,d140cm,precision,measurement,point,35,179.7,1393,244,0.0,1176104
2026-04-25T19:08:39.536+00:00,d140cm,precision,measurement,point,36,180.4,1393,244,0.0,1176585
2026-04-25T19:08:39.536+00:00,d140cm,precision,measurement,point,37,181.1,1393,244,0.0,1176986
2026-04-25T19:08:39.536+00:00,d140cm,precision,measurement,point,38,181.8,1393,243,0.0,1177600
2026-04-25T19:08:39.536+00:00,d140cm,precision,measurement,point,39,182.6,1393,243,0.0,1177995
2026-04-25T19:08:39.536+00:00,d140cm,precision,measurement,point,40,183.3,1393,243,0.0,1178542
2026-04-25T19:08:39.545+00:00,d140cm,precision,measurement,point,41,184.0,1394,243,0.0,1178905
2026-04-25T19:08:39.545+00:00,d140cm,precision,measurement,point,42,184.7,1394,242,0.0,1179491
2026-04-25T19:08:39.630+00:00,d140cm,precision,measurement,point,43,175.7,1397,241,0.0,1274274
2026-04-25T19:08:39.630+00:00,d140cm,precision,measurement,point,44,176.4,1396,242,0.0,1274759
2026-04-25T19:08:39.630+00:00,d140cm,precision,measurement,point,45,177.1,1396,243,0.0,1275164
2026-04-25T19:08:39.635+00:00,d140cm,precision,measurement,point,46,177.8,1395,243,0.0,1275613
2026-04-25T19:08:39.635+00:00,d140cm,precision,measurement,point,47,178.6,1394,243,0.0,1276023
2026-04-25T19:08:39.635+00:00,d140cm,precision,measurement,point,48,179.3,1393,243,0.0,1276571
2026-04-25T19:08:39.635+00:00,d140cm,precision,measurement,point,49,180.0,1393,243,0.0,1277006
2026-04-25T19:08:39.640+00:00,d140cm,precision,measurement,point,50,180.8,1393,243,0.0,1277723
2026-04-25T19:08:39.640+00:00,d140cm,precision,measurement,point,51,181.4,1393,243,0.0,1278173
2026-04-25T19:08:39.640+00:00,d140cm,precision,measurement,point,52,182.1,1393,243,0.0,1278611
2026-04-25T19:08:39.640+00:00,d140cm,precision,measurement,point,53,182.8,1393,243,0.0,1279032
2026-04-25T19:08:39.640+00:00,d140cm,precision,measurement,point,54,183.5,1393,243,0.0,1279555
2026-04-25T19:08:39.645+00:00,d140cm,precision,measurement,point,55,184.2,1393,243,0.0,1279966
2026-04-25T19:08:39.646+00:00,d140cm,precision,measurement,point,56,184.9,1394,242,0.0,1280520
2026-04-25T19:08:39.732+00:00,d140cm,precision,measurement,point,57,175.5,1398,240,0.0,1375532
2026-04-25T19:08:39.736+00:00,d140cm,precision,measurement,point,58,176.2,1397,241,0.0,1375951
2026-04-25T19:08:39.736+00:00,d140cm,precision,measurement,point,59,177.0,1396,242,0.0,1376472
2026-04-25T19:08:39.737+00:00,d140cm,precision,measurement,point,60,177.7,1395,243,0.0,1376910
2026-04-25T19:08:39.738+00:00,d140cm,precision,measurement,point,61,178.4,1395,243,0.0,1377506
2026-04-25T19:08:39.739+00:00,d140cm,precision,measurement,point,62,179.1,1394,243,0.0,1377905
2026-04-25T19:08:39.740+00:00,d140cm,precision,measurement,point,63,179.8,1394,243,0.0,1378523
2026-04-25T19:08:39.741+00:00,d140cm,precision,measurement,point,64,180.5,1393,243,0.0,1378889
2026-04-25T19:08:39.742+00:00,d140cm,precision,measurement,point,65,181.3,1393,244,0.0,1379566
2026-04-25T19:08:39.743+00:00,d140cm,precision,measurement,point,66,182.0,1393,245,0.0,1379940
2026-04-25T19:08:39.745+00:00,d140cm,precision,measurement,point,67,182.7,1393,245,0.0,1380495
2026-04-25T19:08:39.746+00:00,d140cm,precision,measurement,point,68,183.3,1393,245,0.0,1381117
2026-04-25T19:08:39.747+00:00,d140cm,precision,measurement,point,69,184.0,1394,245,0.0,1381536
2026-04-25T19:08:39.748+00:00,d140cm,precision,measurement,point,70,184.7,1394,243,0.0,1381965
2026-04-25T19:08:39.830+00:00,d140cm,precision,measurement,point,71,175.4,1398,238,0.0,1474248
2026-04-25T19:08:39.832+00:00,d140cm,precision,measurement,point,72,176.1,1396,240,0.0,1476598
2026-04-25T19:08:39.832+00:00,d140cm,precision,measurement,point,73,176.8,1395,241,0.0,1477062
2026-04-25T19:08:39.835+00:00,d140cm,precision,measurement,point,74,177.6,1395,242,0.0,1477451
2026-04-25T19:08:39.836+00:00,d140cm,precision,measurement,point,75,178.3,1394,242,0.0,1477876
2026-04-25T19:08:39.836+00:00,d140cm,precision,measurement,point,76,179.0,1394,243,0.0,1478228
2026-04-25T19:08:39.836+00:00,d140cm,precision,measurement,point,77,179.8,1393,242,0.0,1478701
2026-04-25T19:08:39.836+00:00,d140cm,precision,measurement,point,78,180.5,1393,242,0.0,1479116
2026-04-25T19:08:39.836+00:00,d140cm,precision,measurement,point,79,181.2,1393,243,0.0,1479586
2026-04-25T19:08:39.842+00:00,d140cm,precision,measurement,point,80,181.9,1393,243,0.0,1479991
2026-04-25T19:08:39.842+00:00,d140cm,precision,measurement,point,81,182.7,1393,243,0.0,1480605
2026-04-25T19:08:39.845+00:00,d140cm,precision,measurement,point,82,183.4,1393,243,0.0,1481008
2026-04-25T19:08:39.845+00:00,d140cm,precision,measurement,point,83,184.1,1393,243,0.0,1481568
2026-04-25T19:08:39.847+00:00,d140cm,precision,measurement,point,84,184.8,1393,243,0.0,1482147
2026-04-25T19:08:39.929+00:00,d140cm,precision,measurement,point,85,175.4,1398,240,0.0,1575419
2026-04-25T19:08:39.929+00:00,d140cm,precision,measurement,point,86,176.2,1397,241,0.0,1575842
2026-04-25T19:08:39.935+00:00,d140cm,precision,measurement,point,87,176.9,1396,242,0.0,1576294
2026-04-25T19:08:39.935+00:00,d140cm,precision,measurement,point,88,177.6,1395,242,0.0,1576748
2026-04-25T19:08:39.935+00:00,d140cm,precision,measurement,point,89,178.3,1394,242,0.0,1577799
2026-04-25T19:08:39.938+00:00,d140cm,precision,measurement,point,90,179.0,1393,243,0.0,1578215
2026-04-25T19:08:39.939+00:00,d140cm,precision,measurement,point,91,179.7,1393,243,0.0,1578674
2026-04-25T19:08:39.940+00:00,d140cm,precision,measurement,point,92,180.4,1393,243,0.0,1579086
2026-04-25T19:08:39.941+00:00,d140cm,precision,measurement,point,93,181.1,1393,244,0.0,1579553
2026-04-25T19:08:39.942+00:00,d140cm,precision,measurement,point,94,181.8,1393,245,0.0,1579903
2026-04-25T19:08:39.943+00:00,d140cm,precision,measurement,point,95,182.5,1393,245,0.0,1580260
2026-04-25T19:08:39.944+00:00,d140cm,precision,measurement,point,96,183.3,1393,244,0.0,1580781
2026-04-25T19:08:39.945+00:00,d140cm,precision,measurement,point,97,184.0,1394,243,0.0,1581161
2026-04-25T19:08:39.945+00:00,d140cm,precision,measurement,point,98,184.7,1394,243,0.0,1581630
2026-04-25T19:08:40.033+00:00,d140cm,precision,measurement,point,99,175.4,1399,238,0.0,1676697
2026-04-25T19:08:40.035+00:00,d140cm,precision,measurement,point,100,176.1,1397,239,0.0,1677168
2026-04-25T19:08:40.035+00:00,d140cm,precision,measurement,point,101,176.8,1396,241,0.0,1677574
2026-04-25T19:08:40.035+00:00,d140cm,precision,measurement,point,102,177.5,1395,243,0.0,1677987
2026-04-25T19:08:40.035+00:00,d140cm,precision,measurement,point,103,178.2,1394,244,0.0,1678562
2026-04-25T19:08:40.040+00:00,d140cm,precision,measurement,point,104,178.9,1394,245,0.0,1678959
2026-04-25T19:08:40.040+00:00,d140cm,precision,measurement,point,105,179.7,1393,245,0.0,1679529
2026-04-25T19:08:40.040+00:00,d140cm,precision,measurement,point,106,180.4,1393,245,0.0,1679934
2026-04-25T19:08:40.043+00:00,d140cm,precision,measurement,point,107,181.1,1393,245,0.0,1680518
2026-04-25T19:08:40.045+00:00,d140cm,precision,measurement,point,108,181.8,1393,245,0.0,1680933
2026-04-25T19:08:40.045+00:00,d140cm,precision,measurement,point,109,182.6,1393,244,0.0,1681454
2026-04-25T19:08:40.045+00:00,d140cm,precision,measurement,point,110,183.3,1393,245,0.0,1681884
2026-04-25T19:08:40.048+00:00,d140cm,precision,measurement,point,111,184.0,1393,245,0.0,1682231
2026-04-25T19:08:40.049+00:00,d140cm,precision,measurement,point,112,184.7,1394,243,0.0,1682711
2026-04-25T19:08:40.134+00:00,d140cm,precision,measurement,point,113,175.4,1398,240,0.0,1778045
2026-04-25T19:08:40.134+00:00,d140cm,precision,measurement,point,114,176.1,1397,240,0.0,1778524
2026-04-25T19:08:40.137+00:00,d140cm,precision,measurement,point,115,176.8,1396,241,0.0,1778932
2026-04-25T19:08:40.137+00:00,d140cm,precision,measurement,point,116,177.5,1395,242,0.0,1779495
2026-04-25T19:08:40.137+00:00,d140cm,precision,measurement,point,117,178.2,1394,243,0.0,1779908
2026-04-25T19:08:40.137+00:00,d140cm,precision,measurement,point,118,179.0,1394,243,0.0,1780492
2026-04-25T19:08:40.143+00:00,d140cm,precision,measurement,point,119,179.7,1393,244,0.0,1780896
2026-04-25T19:08:40.143+00:00,d140cm,precision,measurement,point,120,180.4,1393,245,0.0,1781248
2026-04-25T19:08:40.145+00:00,d140cm,precision,measurement,point,121,181.1,1393,245,0.0,1781720
2026-04-25T19:08:40.145+00:00,d140cm,precision,measurement,point,122,181.8,1393,244,0.0,1782125
2026-04-25T19:08:40.147+00:00,d140cm,precision,measurement,point,123,182.5,1393,242,0.0,1782582
2026-04-25T19:08:40.148+00:00,d140cm,precision,measurement,point,124,183.3,1394,243,0.0,1783164
2026-04-25T19:08:40.148+00:00,d140cm,precision,measurement,point,125,184.0,1394,243,0.0,1783599
2026-04-25T19:08:40.148+00:00,d140cm,precision,measurement,point,126,184.7,1394,242,0.0,1784005
2026-04-25T19:08:40.238+00:00,d140cm,precision,measurement,point,127,175.4,1399,239,0.0,1876848
2026-04-25T19:08:40.240+00:00,d140cm,precision,measurement,point,128,176.1,1397,240,0.0,1877283
2026-04-25T19:08:40.240+00:00,d140cm,precision,measurement,point,129,176.8,1396,241,0.0,1879192
2026-04-25T19:08:40.240+00:00,d140cm,precision,measurement,point,130,177.5,1395,241,0.0,1879612
2026-04-25T19:08:40.240+00:00,d140cm,precision,measurement,point,131,178.1,1394,242,0.0,1880139
2026-04-25T19:08:40.240+00:00,d140cm,precision,measurement,point,132,178.8,1393,243,0.0,1880576
2026-04-25T19:08:40.245+00:00,d140cm,precision,measurement,point,133,179.5,1393,242,0.0,1881010
2026-04-25T19:08:40.245+00:00,d140cm,precision,measurement,point,134,180.1,1393,243,0.0,1881582
2026-04-25T19:08:40.245+00:00,d140cm,precision,measurement,point,135,180.8,1393,243,0.0,1881988
2026-04-25T19:08:40.245+00:00,d140cm,precision,measurement,point,136,181.5,1393,243,0.0,1882581
2026-04-25T19:08:40.245+00:00,d140cm,precision,measurement,point,137,182.1,1393,243,0.0,1882995
2026-04-25T19:08:40.250+00:00,d140cm,precision,measurement,point,138,182.8,1393,243,0.0,1883563
2026-04-25T19:08:40.250+00:00,d140cm,precision,measurement,point,139,183.5,1394,243,0.0,1883990
2026-04-25T19:08:40.250+00:00,d140cm,precision,measurement,point,140,184.1,1394,242,0.0,1884545
2026-04-25T19:08:40.250+00:00,d140cm,precision,measurement,point,141,184.9,1394,241,0.0,1885136
2026-04-25T19:08:40.336+00:00,d140cm,precision,measurement,point,142,175.6,1399,240,0.0,1978221
2026-04-25T19:08:40.336+00:00,d140cm,precision,measurement,point,143,176.3,1397,240,0.0,1978695
2026-04-25T19:08:40.336+00:00,d140cm,precision,measurement,point,144,177.0,1395,242,0.0,1979117
2026-04-25T19:08:40.336+00:00,d140cm,precision,measurement,point,145,177.7,1394,243,0.0,1979598
