captured_at_utc,raw_log,port,host_baud,timeout_s,stop_on_done,label,ts_us,profile,component,event,reason,duration_s,bytes_received,bytes_processed,frames_received,frames_valid,frames_crc_error,frames_header_error,parser_resyncs,points_total,point_events,points_dropped,frames_per_s,points_per_s,bytes_per_s,payload_bytes_sent,payload_bytes_per_s,websocket_frame_bytes_sent,websocket_frame_bytes_per_s,avg_payload_bytes_per_batch,avg_websocket_frame_bytes_per_batch,avg_frame_time_us,min_frame_time_us,max_frame_time_us,avg_parse_time_us,avg_uart_poll_time_us,success_rate_pct,error_rate_pct,samples_completed,servo_moves,sweep_passes,sweep_cycles,batches_sent,batch_failures,max_queue_depth,queue_depth,servo_deg,host_timestamp_utc
2026-04-25T22:57:24.978+00:00,data\experiments\red\c_sdk_network_rep1.txt,COM3,115200,90.0,True,c_sdk_network_rep1,60901759,scan,telemetry,summary,duration_reached,60.0,1035380,1035363,22029,22027,2,6,2,263109,0,5723,367.116,4385.141,17256.299,1274973,21249.508,1286411,21440.141,890.966,898.959,2068,123,1007818,74,243,99.991,0.036,315,105,0,0,1431,20853,5000,4681,94.5,2026-04-25T22:57:24.859+00:00
