captured_at_utc,raw_log,port,host_baud,timeout_s,stop_on_done,label,ts_us,profile,component,event,reason,duration_s,bytes_received,bytes_processed,frames_received,frames_valid,frames_crc_error,frames_header_error,frames_size_error,header_miss_count,points_total,frames_per_s,points_per_s,bytes_per_s,payload_bytes_sent,payload_bytes_per_s,websocket_frame_bytes_sent,websocket_frame_bytes_per_s,avg_payload_bytes_per_message,avg_websocket_frame_bytes_per_message,messages_sent,send_failures,avg_frame_time_us,min_frame_time_us,max_frame_time_us,avg_parse_time_us,avg_crc_time_us,avg_send_time_us,success_rate_pct,error_rate_pct,wifi_connected,websocket_connected,wifi_connect_ms,websocket_connect_ms,websocket_reconnects,websocket_reconnect_failures,consecutive_send_failures,samples_completed,servo_moves,sweep_passes,sweep_cycles,servo_deg,ram_free_start,ram_free_end,host_timestamp_utc
2026-04-25T23:49:08.687+00:00,data\experiments\red\micropython_network_rep1_serial.txt,COM6,115200,90.0,True,micropython_network_rep1,67202662,network,telemetry,summary,duration_reached,60.021,176874,170751,3633,2672,948,0,0,6123,31557,44.518,525.766,2946.869,1152159,19195.932,1173469,19550.974,432,439,2667,5,21014,7260,1869412,4330,818,1735,73.548,26.094,1,1,6725,8,1,0,0,47,15,0,0,13.5,183536,178160,2026-04-25T23:49:08.681+00:00
