captured_at_utc,raw_log,port,host_baud,timeout_s,stop_on_done,label,ts_us,profile,component,event,reason,duration_s,bytes_received,bytes_processed,frames_received,frames_valid,frames_crc_error,frames_header_error,parser_resyncs,points_total,point_events,points_dropped,frames_per_s,points_per_s,bytes_per_s,avg_frame_time_us,min_frame_time_us,max_frame_time_us,avg_parse_time_us,avg_uart_poll_time_us,success_rate_pct,error_rate_pct,samples_completed,servo_moves,sweep_passes,sweep_cycles,batches_sent,batch_failures,payload_bytes_sent,max_queue_depth,queue_depth,servo_deg,host_timestamp_utc
2026-04-25T19:50:55.320+00:00,data\experiments\ld19_scan\caja_referencia_c_scan1_sector_lento.txt,COM3,115200,600.0,True,caja_referencia_c_scan1_sector_lento,319180033,scan,telemetry,summary,sweep_target_reached,318.779,5978332,5978400,127200,127189,11,49,7,1515030,64205,0,398.988,4752.607,18753.863,1893,118,1005459,57,442,99.991,0.047,1675,335,5,2,668,9942,325944,924,85,30.0,2026-04-25T19:50:54.640+00:00
